hotel,date,occupied_rooms,avg_adr,avg_lead_time,avg_adults,seg_TA,seg_TO,seg_Direct,seg_Corporate,capacity,occupancy_rate,year,month,day,dayofweek,dayofyear,weekofyear,quarter,is_weekend,doy_sin,doy_cos,dow_sin,dow_cos,occ_lag_7,adr_lag_7,occ_lag_14,adr_lag_14,occ_lag_28,adr_lag_28,occ_roll_7,occ_roll_28
City Hotel,2016-06-21,206,108.0192718446602,62.04854368932039,1.912621359223301,0.0,0.0,0.10194174757281553,0.038834951456310676,224.0,0.9196428571428571,2016,6,21,1,173,25,2,0,0.16481784665719793,-0.9863240225317866,0.7818314824680298,0.6234898018587336,0.6830357142857143,107.08326797385621,0.9598214285714286,108.60716279069767,0.8258928571428571,112.74270270270272,0.8813775510204083,0.8608099489795917
City Hotel,2016-06-22,192,105.19265625000001,57.671875,1.8177083333333333,0.0,0.0,0.09375,0.08854166666666667,224.0,0.8571428571428571,2016,6,22,2,174,25,2,0,0.14782713347053048,-0.9890132145779883,0.9749279121818236,-0.22252093395631434,0.84375,110.44402116402115,0.7946428571428571,110.10033707865169,0.7232142857142857,113.72518518518518,0.9151785714285714,0.864158163265306
City Hotel,2016-06-23,146,101.08383561643835,57.17123287671233,1.7808219178082192,0.0,0.0,0.0958904109589041,0.0958904109589041,224.0,0.6517857142857143,2016,6,23,3,175,25,2,0,0.13079267585675922,-0.9914097417023038,0.43388373911755823,-0.900968867902419,0.96875,113.65907834101382,0.7366071428571429,110.03957575757575,0.9330357142857143,117.6800956937799,0.9170918367346939,0.8689413265306122
City Hotel,2016-06-24,222,95.43265765765766,198.5,1.4639639639639639,0.0,0.0,0.009009009009009009,0.0,224.0,0.9910714285714286,2016,6,24,4,176,25,2,1,0.11371951458594969,-0.9935128947338007,-0.433883739117558,-0.9009688679024191,0.8839285714285714,108.27606060606061,0.9330357142857143,109.70124401913876,0.9910714285714286,115.7354054054054,0.8718112244897959,0.8588966836734694
City Hotel,2016-06-25,224,95.65169642857143,198.69196428571428,1.4732142857142858,0.0,0.0,0.013392857142857142,0.0,224.0,1.0,2016,6,25,5,177,25,2,1,0.0966127018812031,-0.9953220513156602,-0.9749279121818236,-0.2225209339563146,0.9553571428571429,107.63822429906543,0.96875,110.79820276497695,0.9955357142857143,119.74017937219732,0.8871173469387755,0.8588966836734694
City Hotel,2016-06-26,161,100.737950310559,77.27950310559007,1.937888198757764,0.0,0.0,0.08695652173913043,0.012422360248447204,224.0,0.71875,2016,6,26,6,178,25,2,1,0.07947729992362097,-0.9968366760893436,-0.7818314824680299,0.6234898018587334,0.9285714285714286,109.08173076923077,0.7723214285714286,107.84670520231214,0.6517857142857143,110.85780821917808,0.8934948979591837,0.8590561224489796
City Hotel,2016-06-27,184,108.02739130434783,73.2336956521739,1.9565217391304348,0.0,0.0,0.13043478260869565,0.010869565217391304,224.0,0.8214285714285714,2016,6,27,0,179,26,2,0,0.062318379354325076,-0.998056320853012,0.0,1.0,0.90625,111.72620689655173,0.6116071428571429,110.18649635036496,0.7901785714285714,106.80451977401131,0.8635204081632654,0.8614477040816327
City Hotel,2016-06-28,204,111.79779411764706,80.31862745098039,1.9656862745098038,0.0,0.0,0.09803921568627451,0.014705882352941176,224.0,0.9107142857142857,2016,6,28,1,180,26,2,0,0.04514101777397193,-0.9989806246941579,0.7818314824680298,0.6234898018587336,0.9196428571428571,108.0192718446602,0.6830357142857143,107.08326797385621,0.8526785714285714,108.31068062827225,0.8514030612244898,0.8625637755102041
City Hotel,2016-06-29,201,110.73074626865672,85.61194029850746,1.9800995024875623,0.0,0.0,0.11940298507462686,0.03482587064676617,224.0,0.8973214285714286,2016,6,29,2,181,26,2,0,0.02795029824021032,-0.999609314096404,0.9749279121818236,-0.22252093395631434,0.8571428571428571,105.19265625000001,0.84375,110.44402116402115,0.8482142857142857,109.86163157894737,0.8501275510204082,0.8646364795918366
City Hotel,2016-06-30,209,112.88172248803828,88.89952153110048,2.0095693779904304,0.0,0.0,0.1291866028708134,0.009569377990430622,224.0,0.9330357142857143,2016,6,30,3,182,26,2,0,0.01075130776352193,-0.9999422030204416,0.43388373911755823,-0.900968867902419,0.6517857142857143,101.08383561643835,0.96875,113.65907834101382,0.9732142857142857,111.55550458715595,0.8558673469387755,0.8663903061224489
City Hotel,2016-07-01,210,114.22271428571429,92.97619047619048,2.0619047619047617,0.0,0.0,0.10476190476190476,0.009523809523809525,224.0,0.9375,2016,7,1,4,183,26,3,1,-0.00645086419810515,-0.9999791929590823,-0.433883739117558,-0.9009688679024191,0.9910714285714286,95.43265765765766,0.8839285714285714,108.27606060606061,0.9776785714285714,115.95894977168949,0.8960459183673469,0.8649553571428571
City Hotel,2016-07-02,187,112.73893048128342,98.2566844919786,2.128342245989305,0.0,0.0,0.0481283422459893,0.0053475935828877,224.0,0.8348214285714286,2016,7,2,5,184,26,3,1,-0.023651127245231586,-0.9997202729664083,-0.9749279121818236,-0.2225209339563146,1.0,95.65169642857143,0.9553571428571429,107.63822429906543,0.9196428571428571,111.11567961165049,0.8883928571428571,0.8635204081632653
City Hotel,2016-07-03,194,113.85407216494845,100.79381443298969,2.077319587628866,0.0,0.0,0.030927835051546393,0.010309278350515464,224.0,0.8660714285714286,2016,7,3,6,185,26,3,1,-0.04084439154329611,-0.9991655196610109,-0.7818314824680299,0.6234898018587334,0.71875,100.737950310559,0.9285714285714286,109.08173076923077,0.6919642857142857,101.18929032258065,0.8647959183673469,0.8604910714285714
City Hotel,2016-07-04,208,113.72778846153847,95.4423076923077,1.9759615384615385,0.0,0.0,0.07692307692307693,0.052884615384615384,224.0,0.9285714285714286,2016,7,4,0,186,27,3,0,-0.05802556932878035,-0.9983150972033183,0.0,1.0,0.8214285714285714,108.02739130434783,0.90625,111.72620689655173,0.9821428571428571,103.43809090909092,0.8858418367346939,0.8667091836734694
City Hotel,2016-07-05,215,113.9439534883721,88.73023255813953,1.958139534883721,0.0,0.0,0.06511627906976744,0.05116279069767442,224.0,0.9598214285714286,2016,7,5,1,187,27,3,0,-0.07518957641475855,-0.9971692572470178,0.7818314824680298,0.6234898018587336,0.9107142857142857,111.79779411764706,0.9196428571428571,108.0192718446602,0.9598214285714286,108.60716279069767,0.9011479591836735,0.8647959183673469
City Hotel,2016-07-06,223,114.7119730941704,96.16591928251121,2.0,0.0,0.0,0.1031390134529148,0.026905829596412557,224.0,0.9955357142857143,2016,7,6,2,188,27,3,0,-0.09233133369539123,-0.9957283388645872,0.9749279121818236,-0.22252093395631434,0.8973214285714286,110.73074626865672,0.8571428571428571,105.19265625000001,0.7946428571428571,110.10033707865169,0.9081632653061226,0.8647959183673469
City Hotel,2016-07-07,217,112.58115207373272,104.44239631336406,1.976958525345622,0.0,0.0,0.1152073732718894,0.06912442396313365,224.0,0.96875,2016,7,7,3,189,27,3,0,-0.10944576864891556,-0.993992768446958,0.43388373911755823,-0.900968867902419,0.9330357142857143,112.88172248803828,0.6517857142857143,101.08383561643835,0.7366071428571429,110.03957575757575,0.9221938775510204,0.8719706632653061
City Hotel,2016-07-08,219,114.29904109589042,106.51141552511416,2.050228310502283,0.0,0.0,0.1187214611872146,0.0182648401826484,224.0,0.9776785714285714,2016,7,8,4,190,27,3,1,-0.12652781683868314,-0.9919630595773397,-0.433883739117558,-0.9009688679024191,0.9375,114.22271428571429,0.9910714285714286,95.43265765765766,0.9330357142857143,109.70124401913876,0.9272959183673469,0.8802614795918368
City Hotel,2016-07-09,213,114.18140845070423,108.5868544600939,2.103286384976526,0.0,0.0,0.11267605633802817,0.0,224.0,0.9508928571428571,2016,7,9,5,191,27,3,1,-0.1435724234118113,-0.9896398128792412,-0.9749279121818236,-0.2225209339563146,0.8348214285714286,112.73893048128342,1.0,95.65169642857143,0.96875,110.79820276497695,0.9330357142857143,0.8818558673469388
City Hotel,2016-07-10,217,111.32290322580646,108.73271889400921,2.078341013824885,0.0,0.0,0.12442396313364056,0.018433179723502304,224.0,0.96875,2016,7,10,6,192,27,3,1,-0.16057454459499376,-0.9870237158387383,-0.7818314824680299,0.6234898018587334,0.8660714285714286,113.85407216494845,0.71875,100.737950310559,0.7723214285714286,107.84670520231214,0.9496173469387754,0.881218112244898
City Hotel,2016-07-11,221,113.70615384615385,97.16742081447964,1.995475113122172,0.0,0.0,0.11312217194570136,0.058823529411764705,224.0,0.9866071428571429,2016,7,11,0,193,28,3,0,-0.17752914918703497,-0.984115542601034,0.0,1.0,0.9285714285714286,113.72778846153847,0.8214285714285714,108.02739130434783,0.6116071428571429,110.18649635036496,0.9642857142857143,0.8882334183673469
City Hotel,2016-07-12,216,115.2152314814815,100.11111111111111,2.0462962962962963,0.0,0.0,0.08333333333333333,0.05555555555555555,224.0,0.9642857142857143,2016,7,12,1,194,28,3,0,-0.19443122004766195,-0.9809161537413774,0.7818314824680298,0.6234898018587336,0.9598214285714286,113.9439534883721,0.9107142857142857,111.79779411764706,0.6830357142857143,107.08326797385621,0.9725765306122449,0.9016262755102041
City Hotel,2016-07-13,224,114.81450892857143,112.18303571428571,2.1205357142857144,0.0,0.0,0.09821428571428571,0.017857142857142856,224.0,1.0,2016,7,13,2,195,28,3,0,-0.2112757555821793,-0.9774264960104055,0.9749279121818236,-0.22252093395631434,0.9955357142857143,114.7119730941704,0.8973214285714286,110.73074626865672,0.84375,110.44402116402115,0.9732142857142857,0.9116709183673469
City Hotel,2016-07-14,222,113.80351351351352,113.45045045045045,2.130630630630631,0.0,0.0,0.10810810810810811,0.018018018018018018,224.0,0.9910714285714286,2016,7,14,3,196,28,3,0,-0.2280577712215198,-0.9736476020539838,0.43388373911755823,-0.900968867902419,0.96875,112.58115207373272,0.9330357142857143,112.88172248803828,0.96875,113.65907834101382,0.9738520408163265,0.9172512755102041
City Hotel,2016-07-15,222,113.54693693693693,114.23873873873873,2.1126126126126126,0.0,0.0,0.0945945945945946,0.0,224.0,0.9910714285714286,2016,7,15,4,197,28,3,1,-0.24477230089725957,-0.9695805901076308,-0.433883739117558,-0.9009688679024191,0.9776785714285714,114.29904109589042,0.9375,114.22271428571429,0.8839285714285714,108.27606060606061,0.9770408163265306,0.9180484693877551
City Hotel,2016-07-16,222,113.51608108108108,123.75675675675676,2.130630630630631,0.0,0.0,0.13063063063063063,0.0,224.0,0.9910714285714286,2016,7,16,5,198,28,3,1,-0.2614143985111562,-0.965226663665613,-0.9749279121818236,-0.2225209339563146,0.9508928571428571,114.18140845070423,0.8348214285714286,112.73893048128342,0.9553571428571429,107.63822429906543,0.9789540816326531,0.921875
City Hotel,2016-07-17,205,114.57887804878048,123.92682926829268,2.151219512195122,0.0,0.0,0.1073170731707317,0.0,224.0,0.9151785714285714,2016,7,17,6,199,28,3,1,-0.2779791393987801,-0.9605871111248129,-0.7818314824680299,0.6234898018587334,0.96875,111.32290322580646,0.8660714285714286,113.85407216494845,0.9285714285714286,109.08173076923077,0.9846938775510204,0.9231505102040816
City Hotel,2016-07-18,215,111.68474418604652,112.62790697674419,2.0511627906976746,0.0,0.0,0.09767441860465116,0.023255813953488372,224.0,0.9598214285714286,2016,7,18,0,200,29,3,0,-0.2944616217868012,-0.9556633054034704,0.0,1.0,0.9866071428571429,113.70615384615385,0.9285714285714286,113.72778846153847,0.90625,111.72620689655173,0.9770408163265306,0.9226721938775511
City Hotel,2016-07-19,213,112.73126760563379,101.04225352112677,2.028169014084507,0.0,0.0,0.0892018779342723,0.04225352112676056,224.0,0.9508928571428571,2016,7,19,1,201,29,3,0,-0.3108569682435036,-0.9504567035349151,0.7818314824680298,0.6234898018587336,0.9642857142857143,115.2152314814815,0.9598214285714286,113.9439534883721,0.9196428571428571,108.0192718446602,0.9732142857142857,0.9245854591836735
City Hotel,2016-07-20,202,114.73336633663367,90.23762376237623,1.99009900990099,0.0,0.0,0.10396039603960396,0.034653465346534656,224.0,0.9017857142857143,2016,7,20,2,202,29,3,0,-0.3271603271220951,-0.9449688462364056,0.9749279121818236,-0.22252093395631434,1.0,114.81450892857143,0.9955357142857143,114.7119730941704,0.8571428571428571,105.19265625000001,0.9713010204081632,0.9257015306122449
City Hotel,2016-07-21,222,114.45045045045045,163.8108108108108,1.972972972972973,0.0,0.0,0.05855855855855856,0.07657657657657657,224.0,0.9910714285714286,2016,7,21,3,203,29,3,0,-0.34336687399638804,-0.939201357453208,0.43388373911755823,-0.900968867902419,0.9910714285714286,113.80351351351352,0.96875,112.58115207373272,0.6517857142857143,101.08383561643835,0.9572704081632653,0.9272959183673469
City Hotel,2016-07-22,217,105.76612903225806,189.0552995391705,1.9723502304147464,0.0,0.0,0.059907834101382486,0.041474654377880185,224.0,0.96875,2016,7,22,4,204,29,3,1,-0.3594718130884232,-0.9331559438780432,-0.433883739117558,-0.9009688679024191,0.9910714285714286,113.54693693693693,0.9776785714285714,114.29904109589042,0.9910714285714286,95.43265765765766,0.9572704081632653,0.9394132653061223
City Hotel,2016-07-23,214,107.85948598130841,129.29439252336448,2.0373831775700935,0.0,0.0,0.0794392523364486,0.0,224.0,0.9553571428571429,2016,7,23,5,205,29,3,1,-0.3754703786876202,-0.9268343944460494,-0.9749279121818236,-0.2225209339563146,0.9910714285714286,113.51608108108108,0.9508928571428571,114.18140845070423,1.0,95.65169642857143,0.9540816326530612,0.9386160714285714
City Hotel,2016-07-24,200,112.23315000000001,118.025,2.075,0.0,0.0,0.115,0.01,224.0,0.8928571428571429,2016,7,24,6,206,29,3,1,-0.3913578365610259,-0.9202385798054075,-0.7818314824680299,0.6234898018587334,0.9151785714285714,114.57887804878048,0.96875,111.32290322580646,0.71875,100.737950310559,0.9489795918367347,0.9370216836734694
City Hotel,2016-07-25,214,110.77205607476635,116.20093457943925,2.05607476635514,0.0,0.0,0.11214953271028037,0.04205607476635514,224.0,0.9553571428571429,2016,7,25,0,207,30,3,0,-0.4071294853542516,-0.9133704517637858,0.0,1.0,0.9598214285714286,111.68474418604652,0.9866071428571429,113.70615384615385,0.8214285714285714,108.02739130434783,0.9457908163265306,0.9432397959183675
City Hotel,2016-07-26,221,111.56117647058824,108.90950226244344,2.0588235294117645,0.0,0.0,0.14479638009049775,0.049773755656108594,224.0,0.9866071428571429,2016,7,26,1,208,30,3,0,-0.4227806579826773,-0.9062320427107697,0.7818314824680298,0.6234898018587336,0.9508928571428571,112.73126760563379,0.9642857142857143,115.2152314814815,0.9107142857142857,111.79779411764706,0.9451530612244898,0.9480229591836735
City Hotel,2016-07-27,217,114.87594470046083,108.68663594470046,2.1013824884792625,0.0,0.0,0.12442396313364056,0.03225806451612903,224.0,0.96875,2016,7,27,2,209,30,3,0,-0.4383067230125192,-0.898825465016444,0.9749279121818236,-0.22252093395631434,0.9017857142857143,114.73336633663367,1.0,114.81450892857143,0.8973214285714286,110.73074626865672,0.9502551020408163,0.9507334183673469
City Hotel,2016-07-28,212,110.84033018867925,120.69811320754717,2.1273584905660377,0.0,0.0,0.18396226415094338,0.02358490566037736,224.0,0.9464285714285714,2016,7,28,3,210,30,3,0,-0.45370308603134424,-0.8911529104063088,0.43388373911755823,-0.900968867902419,0.9910714285714286,114.45045045045045,0.9910714285714286,113.80351351351352,0.9330357142857143,112.88172248803828,0.9598214285714287,0.9532844387755103
City Hotel,2016-07-29,199,112.22989949748744,117.60804020100502,2.1155778894472363,0.0,0.0,0.22613065326633167,0.005025125628140704,224.0,0.8883928571428571,2016,7,29,4,211,30,3,1,-0.46896519100763184,-0.8832166493127127,-0.433883739117558,-0.9009688679024191,0.96875,105.76612903225806,0.9910714285714286,113.54693693693693,0.9375,114.22271428571429,0.9534438775510204,0.9537627551020408
City Hotel,2016-07-30,216,110.74203703703704,191.25925925925927,1.9861111111111112,0.0,0.0,0.14814814814814814,0.004629629629629629,224.0,0.9642857142857143,2016,7,30,5,212,30,3,1,-0.48408852163897587,-0.8750190302029955,-0.9749279121818236,-0.2225209339563146,0.9553571428571429,107.85948598130841,0.9910714285714286,113.51608108108108,0.8348214285714286,112.73893048128342,0.9419642857142857,0.9520089285714286
City Hotel,2016-07-31,211,109.40957345971563,195.72037914691944,2.014218009478673,0.0,0.0,0.10900473933649289,0.004739336492890996,224.0,0.9419642857142857,2016,7,31,6,213,30,3,1,-0.4990686026885319,-0.8665624788845385,-0.7818314824680299,0.6234898018587334,0.8928571428571429,112.23315000000001,0.9151785714285714,114.57887804878048,0.8660714285714286,113.85407216494845,0.9432397959183673,0.9566326530612245
City Hotel,2016-08-01,192,116.0809375,129.47916666666666,2.125,0.0,0.0,0.125,0.015625,224.0,0.8571428571428571,2016,8,1,0,214,31,3,0,-0.5139010013093103,-0.8578494977869301,0.0,1.0,0.9553571428571429,110.77205607476635,0.9598214285714286,111.68474418604652,0.9285714285714286,113.72778846153847,0.9502551020408163,0.959343112244898
City Hotel,2016-08-02,218,117.57105504587156,125.37155963302752,2.091743119266055,0.0,0.0,0.14678899082568808,0.03211009174311927,224.0,0.9732142857142857,2016,8,2,1,215,31,3,0,-0.5285813283559292,-0.8488826652214553,0.7818314824680298,0.6234898018587336,0.9866071428571429,111.56117647058824,0.9508928571428571,112.73126760563379,0.9598214285714286,113.9439534883721,0.9362244897959184,0.9567920918367347
City Hotel,2016-08-03,219,115.61570776255708,135.02739726027397,2.132420091324201,0.0,0.0,0.1461187214611872,0.0136986301369863,224.0,0.9776785714285714,2016,8,3,2,216,31,3,0,-0.5431052396834317,-0.8396646346181327,0.9749279121818236,-0.22252093395631434,0.96875,114.87594470046083,0.9017857142857143,114.73336633663367,0.9955357142857143,114.7119730941704,0.9343112244897959,0.9572704081632653
City Hotel,2016-08-04,224,118.03866071428571,124.79910714285714,2.0848214285714284,0.0,0.0,0.17857142857142858,0.008928571428571428,224.0,1.0,2016,8,4,3,217,31,3,0,-0.5574684374327892,-0.8301981337405212,0.43388373911755823,-0.900968867902419,0.9464285714285714,110.84033018867925,0.9910714285714286,114.45045045045045,0.96875,112.58115207373272,0.9355867346938774,0.9566326530612245
City Hotel,2016-08-05,221,117.22194570135747,131.71945701357467,2.1221719457013575,0.0,0.0,0.12669683257918551,0.004524886877828055,224.0,0.9866071428571429,2016,8,5,4,218,31,3,1,-0.5716666713027052,-0.8204859638785327,-0.433883739117558,-0.9009688679024191,0.8883928571428571,112.22989949748744,0.96875,105.76612903225806,0.9776785714285714,114.29904109589042,0.9432397959183673,0.9577487244897959
City Hotel,2016-08-06,224,121.44674107142858,124.95535714285714,2.138392857142857,0.0,0.0,0.14732142857142858,0.004464285714285714,224.0,1.0,2016,8,6,5,219,31,3,1,-0.5856957398073508,-0.8105309990194823,-0.9749279121818236,-0.2225209339563146,0.9642857142857143,110.74203703703704,0.9553571428571429,107.85948598130841,0.9508928571428571,114.18140845070423,0.9572704081632654,0.9580676020408163
City Hotel,2016-08-07,218,116.84990825688072,121.8440366972477,2.128440366972477,0.0,0.0,0.14220183486238533,0.009174311926605505,224.0,0.9732142857142857,2016,8,7,6,220,31,3,1,-0.5995514915196489,-0.8003361849976323,-0.7818314824680299,0.6234898018587334,0.9419642857142857,109.40957345971563,0.8928571428571429,112.23315000000001,0.96875,111.32290322580646,0.9623724489795918,0.9598214285714286
City Hotel,2016-08-08,220,119.6465909090909,123.51818181818182,2.1272727272727274,0.0,0.0,0.10454545454545454,0.02727272727272727,224.0,0.9821428571428571,2016,8,8,0,221,32,3,0,-0.6132298262997502,-0.7899045386224707,0.0,1.0,0.8571428571428571,116.0809375,0.9553571428571429,110.77205607476635,0.9866071428571429,113.70615384615385,0.9668367346938777,0.9599808673469388
City Hotel,2016-08-09,223,117.8809865470852,137.39461883408072,2.1345291479820627,0.0,0.0,0.11659192825112108,0.017937219730941704,224.0,0.9955357142857143,2016,8,9,1,222,32,3,0,-0.6267266965083301,-0.7792391467859886,0.7818314824680298,0.6234898018587336,0.9732142857142857,117.57105504587156,0.9866071428571429,111.56117647058824,0.9642857142857143,115.2152314814815,0.9846938775510203,0.9598214285714286
City Hotel,2016-08-10,223,120.98322869955157,133.7847533632287,2.1345291479820627,0.0,0.0,0.13004484304932734,0.004484304932735426,224.0,0.9955357142857143,2016,8,10,2,223,32,3,0,-0.6400381082043503,-0.7683431655492202,0.9749279121818236,-0.22252093395631434,0.9776785714285714,115.61570776255708,0.96875,114.87594470046083,1.0,114.81450892857143,0.9878826530612245,0.9609375
City Hotel,2016-08-11,224,117.4075,138.48660714285714,2.1473214285714284,0.0,0.0,0.11160714285714286,0.008928571428571428,224.0,1.0,2016,8,11,3,224,32,3,0,-0.65316012232693,-0.7572198192083127,0.43388373911755823,-0.900968867902419,1.0,118.03866071428571,0.9464285714285714,110.84033018867925,0.9910714285714286,113.80351351351352,0.9904336734693878,0.9607780612244898
City Hotel,2016-08-12,225,114.82795555555556,144.8311111111111,2.057777777777778,0.0,0.0,0.1111111111111111,0.008888888888888889,224.0,1.0,2016,8,12,4,225,32,3,1,-0.666088855860977,-0.7458723993404063,-0.433883739117558,-0.9009688679024191,0.9866071428571429,117.22194570135747,0.8883928571428571,112.22989949748744,0.9910714285714286,113.54693693693693,0.9904336734693878,0.9610969387755103
City Hotel,2016-08-13,226,125.31725663716814,119.92035398230088,2.088495575221239,0.0,0.0,0.12831858407079647,0.008849557522123894,224.0,1.0,2016,8,13,5,226,32,3,1,-0.6788204829862357,-0.734304263829602,-0.9749279121818236,-0.2225209339563146,1.0,121.44674107142858,0.9642857142857143,110.74203703703704,0.9910714285714286,113.51608108108108,0.9923469387755102,0.9614158163265306
City Hotel,2016-08-14,225,128.5092,113.90222222222222,2.111111111111111,0.0,0.0,0.1288888888888889,0.008888888888888889,224.0,1.0,2016,8,14,6,227,32,3,1,-0.6913512362094071,-0.722518835873311,-0.7818314824680299,0.6234898018587334,0.9732142857142857,116.84990825688072,0.9419642857142857,109.40957345971563,0.9151785714285714,114.57887804878048,0.9923469387755102,0.9617346938775511
City Hotel,2016-08-15,212,127.16301886792454,110.49528301886792,2.080188679245283,0.0,0.0,0.10849056603773585,0.0047169811320754715,224.0,0.9464285714285714,2016,8,15,0,228,33,3,0,-0.7036774074790128,-0.7105196029692745,0.0,1.0,0.9821428571428571,119.6465909090909,0.8571428571428571,116.0809375,0.9598214285714286,111.68474418604652,0.9961734693877551,0.9647640306122449
City Hotel,2016-08-16,224,128.77937500000002,107.20089285714286,2.0625,0.0,0.0,0.12946428571428573,0.008928571428571428,224.0,1.0,2016,8,16,1,229,33,3,0,-0.7157953492826642,-0.6983101158835584,0.7818314824680298,0.6234898018587336,0.9955357142857143,117.8809865470852,0.9732142857142857,117.57105504587156,0.9508928571428571,112.73126760563379,0.9910714285714286,0.9642857142857143
City Hotel,2016-08-17,225,126.4167111111111,97.88,2.0355555555555553,0.0,0.0,0.09333333333333334,0.017777777777777778,224.0,1.0,2016,8,17,2,230,33,3,0,-0.7277014757264236,-0.6858939875998223,0.9749279121818236,-0.22252093395631434,0.9955357142857143,120.98322869955157,0.9776785714285714,115.61570776255708,0.9017857142857143,114.73336633663367,0.9917091836734694,0.9660395408163265
City Hotel,2016-08-18,223,120.16596412556055,188.86995515695068,1.9775784753363228,0.0,0.0,0.09865470852017937,0.017937219730941704,224.0,0.9955357142857143,2016,8,18,3,231,33,3,0,-0.7393922635959241,-0.673274892250183,0.43388373911755823,-0.900968867902419,1.0,117.4075,1.0,118.03866071428571,0.9910714285714286,114.45045045045045,0.9923469387755102,0.969547193877551
City Hotel,2016-08-19,226,123.25203539823008,178.10619469026548,1.9955752212389382,0.0,0.0,0.09734513274336283,0.004424778761061947,224.0,1.0,2016,8,19,4,232,33,3,1,-0.7508642533989489,-0.6604565640279754,-0.433883739117558,-0.9009688679024191,1.0,114.82795555555556,0.9866071428571429,117.22194570135747,0.96875,105.76612903225806,0.9917091836734694,0.9697066326530612
City Hotel,2016-08-20,214,125.49911214953272,111.18691588785046,2.0514018691588785,0.0,0.0,0.14953271028037382,0.004672897196261682,224.0,0.9553571428571429,2016,8,20,5,233,33,3,1,-0.7621140503891487,-0.6474427960827475,-0.9749279121818236,-0.2225209339563146,1.0,125.31725663716814,1.0,121.44674107142858,0.9553571428571429,107.85948598130841,0.9917091836734694,0.9708227040816327
City Hotel,2016-08-21,220,118.54777272727274,122.11818181818182,2.0636363636363635,0.0,0.0,0.11818181818181818,0.004545454545454545,224.0,0.9821428571428571,2016,8,21,6,234,33,3,1,-0.7731383255706027,-0.6342374393978054,-0.7818314824680299,0.6234898018587334,1.0,128.5092,0.9732142857142857,116.84990825688072,0.8928571428571429,112.23315000000001,0.9853316326530612,0.9708227040816327
City Hotel,2016-08-22,225,115.82813333333334,117.74666666666667,2.1244444444444444,0.0,0.0,0.08888888888888889,0.04888888888888889,224.0,1.0,2016,8,22,0,235,34,3,0,-0.7839338166829201,-0.620844401650647,0.0,1.0,0.9464285714285714,127.16301886792454,0.9821428571428571,119.6465909090909,0.9553571428571429,110.77205607476635,0.982780612244898,0.9740114795918366
City Hotel,2016-08-23,223,118.27946188340808,112.98654708520179,2.1345291479820627,0.0,0.0,0.09417040358744394,0.05829596412556054,224.0,0.9955357142857143,2016,8,23,1,236,34,3,0,-0.7944973291665992,-0.6072676460566135,0.7818314824680298,0.6234898018587336,1.0,128.77937500000002,0.9955357142857143,117.8809865470852,0.9866071428571429,111.56117647058824,0.9904336734693878,0.9756058673469388
City Hotel,2016-08-24,209,117.89272727272726,109.57416267942584,2.0861244019138754,0.0,0.0,0.11483253588516747,0.023923444976076555,224.0,0.9330357142857143,2016,8,24,2,237,34,3,0,-0.8048257371083452,-0.593511190196115,0.9749279121818236,-0.22252093395631434,1.0,126.4167111111111,0.9955357142857143,120.98322869955157,0.96875,114.87594470046083,0.9897959183673469,0.9759247448979592
City Hotel,2016-08-25,223,113.4980269058296,125.4035874439462,2.062780269058296,0.0,0.0,0.08968609865470852,0.017937219730941704,224.0,0.9955357142857143,2016,8,25,3,238,34,3,0,-0.8149159841660791,-0.5795791048257612,0.43388373911755823,-0.900968867902419,0.9955357142857143,120.16596412556055,1.0,117.4075,0.9464285714285714,110.84033018867925,0.9802295918367347,0.9746492346938774
City Hotel,2016-08-26,224,113.60066964285714,127.10267857142857,2.0357142857142856,0.0,0.0,0.07589285714285714,0.004464285714285714,224.0,1.0,2016,8,26,4,239,34,3,1,-0.8247650844733614,-0.5654755126737576,-0.433883739117558,-0.9009688679024191,1.0,123.25203539823008,1.0,114.82795555555556,0.8883928571428571,112.22989949748744,0.9802295918367346,0.9764030612244898
City Hotel,2016-08-27,221,111.25561085972852,125.38461538461539,1.9819004524886878,0.0,0.0,0.08144796380090498,0.004524886877828055,224.0,0.9866071428571429,2016,8,27,5,240,34,3,1,-0.8343701235229537,-0.5512045872199277,-0.9749279121818236,-0.2225209339563146,0.9553571428571429,125.49911214953272,1.0,125.31725663716814,0.9642857142857143,110.74203703703704,0.9802295918367346,0.9803890306122449
City Hotel,2016-08-28,222,112.80333333333333,99.15315315315316,2.0495495495495497,0.0,0.0,0.14414414414414414,0.013513513513513514,224.0,0.9910714285714286,2016,8,28,6,241,34,3,1,-0.8437282590292712,-0.5367705514607103,-0.7818314824680299,0.6234898018587334,0.9821428571428571,118.54777272727274,1.0,128.5092,0.9419642857142857,109.40957345971563,0.9846938775510204,0.9811862244897959
City Hotel,2016-08-29,221,110.56076923076924,86.38914027149322,2.0361990950226243,0.0,0.0,0.1085972850678733,0.027149321266968326,224.0,0.9866071428571429,2016,8,29,0,242,35,3,0,-0.8528367217694595,-0.522177676659508,0.0,1.0,1.0,115.82813333333334,0.9464285714285714,127.16301886792454,0.8571428571428571,116.0809375,0.985969387755102,0.9829400510204083
